Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,
Evaluation Results,,,,,,,,,,,,,,,,,,,,
Here is a breakdown of each mean score for each question.,,,,,,,,,,,,,,,,,,,,
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 8,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Feedback to students,6: Importance of subject,7: Explains subject matter ,8: Show respect for students,9: Overall teaching,10: Overall course
Fall,2009,"ROSENDAHL, C. (co-taught)",ETC,53619,CUR ISS DIG MED DSGN,L,Lect,3,7,43%,5,5,,,,,,,,
Fall,2009,"DAVIDSON, A.",ETC,53700,ETC FUNDAMENTALS,A,Lect,37,78,47%,3.97,4.31,,,,,,,,
Fall,2009,"HARGER, B.",ETC,53711,IMPROVSTNAL ACTING,A,Lect,16,26,62%,4.75,4.75,,,,,,,,
Fall,2009,"HARGER, B.",ETC,53711,IMPROVSTNAL ACTING,B,Lect,11,25,44%,4.27,4.55,,,,,,,,
Fall,2009,"COMLEY, R.",ETC,53723,ENTNTNMNT DESGN STD,A,Lect,2,9,22%,3,3.5,,,,,,,,
Fall,2009,"SCHELL, J. (co-taught)",ETC,53831,BUILDNG VIRTUAL WRLD,A,Lect,20,41,49%,4.75,4.7,,,,,,,,
Fall,2009,"HALEY, M. (co-taught)",ETC,53831,BUILDNG VIRTUAL WRLD,A,Lect,20,41,49%,4.7,4.85,,,,,,,,
Fall,2009,"SCHELL, J. (co-taught)",ETC,53831,BUILDNG VIRTUAL WRLD,B,Lect,19,38,50%,4.63,4.32,,,,,,,,
Fall,2009,"HALEY, M. (co-taught)",ETC,53831,BUILDNG VIRTUAL WRLD,B,Lect,19,38,50%,4.68,4.58,,,,,,,,
Fall,2009,"KRAUT, R. (co-taught)",HCI,5320,SOCIAL WEB,A,Lect,3,10,30%,4.33,4.33,,,,,,,,
Fall,2009,"KITTUR, A. (co-taught)",HCI,5320,SOCIAL WEB,A,Lect,3,10,30%,4.33,4.67,,,,,,,,
Fall,2009,"ZIMMERMAN, J. (co-taught)",HCI,5410,HCI METHODS,A,Lect,23,45,51%,3.7,3.61,,,,,,,,
Fall,2009,"KITTUR, A. (co-taught)",HCI,5410,HCI METHODS,A,Lect,23,45,51%,3.7,3.83,,,,,,,,
Fall,2009,"KIESLER, S.",HCI,5413,HUMAN FACTORS,A,Lect,7,16,44%,4.43,3.71,,,,,,,,
Fall,2009,"ALEVEN, V. (co-taught)",HCI,5418,DESIGN EDUCTNL GAMES,A,Lect,3,5,60%,4,4.33,,,,,,,,
Fall,2009,"MYERS, E. (co-taught)",HCI,5418,DESIGN EDUCTNL GAMES,A,Lect,3,5,60%,4,4.33,,,,,,,,
Fall,2009,"HUDSON, S.",HCI,5431,SFTWR ARCH USR INTFC,A,Lect,6,12,50%,4.33,4.5,,,,,,,,
Fall,2009,"CRANOR, L.",HCI,5436,USUABLE PRV SECURITY,A,Lect,3,3,100%,3.67,4,,,,,,,,
Fall,2009,"ZIMMERMAN, J. (co-taught)",HCI,5610,HCI METHODS,A,Lect,33,56,59%,3.63,4,,,,,,,,
Fall,2009,"KITTUR, A. (co-taught)",HCI,5610,HCI METHODS,A,Lect,33,56,59%,3.59,3.85,,,,,,,,
Fall,2009,"HUDSON, S.",HCI,5631,SFTWR ARC USR INTRFC,A,Lect,17,26,65%,3.31,4.35,,,,,,,,
Fall,2009,"MANKOFF, J.",HCI,5771,HCI PROCESS & THEORY,A,Lect,11,12,92%,4.11,3.82,,,,,,,,
Fall,2009,"KIESLER, S.",HCI,5813,HUMAN FACTORS,A,Lect,13,19,68%,3.75,3.85,,,,,,,,
Fall,2009,"KIESLER, S.",HCI,5816,APPLD RESRCH METHDS,A,Lect,12,14,86%,4.27,4.25,,,,,,,,
Fall,2009,"ALEVEN, V. (co-taught)",HCI,5818,DESIGN EDUCTNL GAMES,A,Lect,1,7,14%,4,4,,,,,,,,
Fall,2009,"MYERS, E. (co-taught)",HCI,5818,DESIGN EDUCTNL GAMES,A,Lect,1,7,14%,4,4,,,,,,,,
Fall,2009,"KRAUT, R. (co-taught)",HCI,5820,SOCIAL WEB,A,Lect,7,13,54%,4.14,4.29,,,,,,,,
Fall,2009,"KITTUR, A. (co-taught)",HCI,5820,SOCIAL WEB,A,Lect,7,13,54%,4.14,4.29,,,,,,,,
Fall,2009,"ROSE, C.",HCI,5834,APPLD MACHINE LEARNG,A,Lect,5,15,33%,5,4.8,,,,,,,,
Fall,2009,"CRANOR, L.",HCI,5836,USUABLE PRV SECURITY,A,Lect,2,3,67%,4.5,4.5,,,,,,,,
Fall,2009,"DEY, A.",HCI,5837,UBIQUITOUS COMPUTING,A,Lect,15,22,68%,3.86,3.6,,,,,,,,
Fall,2009,"MYERS, B.",HCI,5863,INTRO HCI TECH EXECS,A2,Lect,9,23,39%,4.88,4.75,,,,,,,,
Fall,2009,"PAULOS, E.",HCI,5899,SPECIAL TPCS IN HCI,A,Lect,11,17,65%,4,4.09,,,,,,,,
Fall,2009,"CRANOR, L.",ISR,8534,USABLE PRIVACY SECTY,A,Lect,1,4,25%,4,5,,,,,,,,
Fall,2009,"SADEH, N.",ISR,8731,WEB COMM SECUR PRVCY,A,Lect,2,4,50%,3,3.5,,,,,,,,
Fall,2009,"SHAMOS, M.",ISR,8732,LAW OF COMPUTER TECH,A,Lect,8,9,89%,4.75,4.88,,,,,,,,
Fall,2009,"CRANOR, L.",ISR,8734,USABLE PRVCY & SECUR,A,Lect,7,8,88%,4.29,4.71,,,,,,,,
Fall,2009,"TOMASIC, A.",ISR,8741,VERY LG INFO SYSTEMS,A,Lect,9,12,75%,4.13,4,,,,,,,,
Fall,2009,"SADEH, N.",ISR,8761,INFO SECURTY PRIVACY,A1,Lect,3,5,60%,3.67,4.33,,,,,,,,
Fall,2009,"MYERS, B.",ISR,8763,INTRO HCI TECH EXECS,A2,Lect,3,5,60%,4.33,4,,,,,,,,
Fall,2009,"GERSHMAN, A.",ISR,8768,INVENTING FUTURE SRV,A1,Lect,5,10,50%,3.8,4,,,,,,,,
Fall,2009,"CARLEY, K.",ISR,8997,COS GRAD READ RSRCH,A,Lect,2,7,29%,4,4,,,,,,,,
Fall,2009,"SADEH, N.",ISR,8997,COS GRAD READ RSRCH,B,Lect,1,3,33%,5,5,,,,,,,,
Fall,2009,"CARLEY, K.",ISR,8998,COS PHD PRACTM ADVND,A,Lect,4,9,44%,3.25,2.75,,,,,,,,
Fall,2009,"ROSE, C.",LTI,11344,MACHINE LRNG PRACTCE,A,Lect,1,6,17%,5,5,,,,,,,,
Fall,2009,"LAVIE, A. (co-taught)",LTI,11711,ALGORITHMS FOR NLP,A,Lect,11,19,58%,3.55,3.27,,,,,,,,
Fall,2009,"FREDERKING, R. (co-taught)",LTI,11711,ALGORITHMS FOR NLP,A,Lect,11,19,58%,3.36,3.73,,,,,,,,
Fall,2009,"LEVIN, L. (co-taught)",LTI,11721,GRAMMARS & LEXICONS,A,Lect,5,13,38%,4,4.4,,,,,,,,
Fall,2009,"MITAMURA, T. (co-taught)",LTI,11721,GRAMMARS & LEXICONS,A,Lect,5,13,38%,4,4,,,,,,,,
Fall,2009,"ROSE, C. (co-taught)",LTI,11725,MEANING IN LANGUAGE,A,Lect,2,5,40%,4.5,4.5,,,,,,,,
Fall,2009,"SIMONS, M. (co-taught)",LTI,11725,MEANING IN LANGUAGE,A,Lect,2,5,40%,4,3.5,,,,,,,,
Fall,2009,"BLACK, A. (co-taught)",LTI,11733,MULTILNG SPCH TRANS,A,Lect,1,3,33%,4,5,,,,,,,,
Fall,2009,"VOGEL, S. (co-taught)",LTI,11733,MULTILNG SPCH TRANS,A,Lect,1,3,33%,4,4,,,,,,,,
Fall,2009,"COHEN, W.",LTI,11748,INFORMATION EXTRACTN,A,Lect,9,12,75%,4.25,4.56,,,,,,,,
Fall,2009,"METZE, F.",LTI,11751,SPCH RECOGN & UNDSTG,A,Lect,2,4,50%,4.5,4.5,,,,,,,,
Fall,2009,"SMITH, N.",LTI,11762,LANGUAGE & STATS II,A,Lect,3,4,75%,5,5,,,,,,,,
Fall,2009,"SMITH, N.",LTI,11773,TEXT-DRIVEN FRCSTG,A,Lect,3,7,43%,4.67,5,,,,,,,,
Fall,2009,"NYBERG, E. (co-taught)",LTI,11780,RESEARCH DESGN WRTNG,A,Lect,2,11,18%,4.5,4.5,,,,,,,,
Fall,2009,"ROSE, C. (co-taught)",LTI,11780,RESEARCH DESGN WRTNG,A,Lect,2,11,18%,5,5,,,,,,,,
Fall,2009,"NYBERG, E.",LTI,11791,SOFTWR ENGRNG FOR IS,A,Lect,9,14,64%,3.67,4,,,,,,,,
Fall,2009,"GERSHMAN, A.",LTI,11794,INVENT FUTURE SERVCE,A,Lect,8,12,67%,4.13,4.25,,,,,,,,
Fall,2009,"GORDON, G.",MLG,10601,MACHINE LEARNING,A,Lect,20,39,51%,4.45,4.58,,,,,,,,
Fall,2009,"GUESTRIN, C.",MLG,10701,MACHINE LEARNING,A,Lect,66,103,64%,4.51,4.64,,,,,,,,
Fall,2009,"WASSERMAN, L.",MLG,10705,INTERMED STATISTICS,A,Lect,15,22,68%,4.4,4.87,,,,,,,,
Fall,2009,"COHEN, W.",MLG,10707,INFORMATION EXTRACTN,A,Lect,3,6,50%,4,4.67,,,,,,,,
Fall,2009,"XING, P.",MLG,10708,PROB GRAPHCL MODELS,A,Lect,9,12,75%,4.44,4.22,,,,,,,,
Fall,2009,"Mitchell, T.",MLG,10709,READING THE WEB,A,Lect,4,8,50%,4.5,4.5,,,,,,,,
Fall,2009,"KELLY, A.",ROB,16362,MOBILE ROB PRGRM LAB,A,Lect,12,18,67%,4.17,4.5,,,,,,,,
Fall,2009,"HEBERT, M.",ROB,16720,COMPUTER VISION,A,Lect,23,43,53%,4.7,4.74,,,,,,,,
Fall,2009,"STEINFELD, A.",ROB,16764,ETHNOGRAPHY,A,Lect,4,11,36%,3.5,4.5,,,,,,,,
Fall,2009,"ERDMANN, M.",ROB,16811,MATH FUND FOR ROBOT,A,Lect,23,44,52%,4.17,4.22,,,,,,,,
Fall,2009,"BAGNELL, J.",ROB,16831,STAT TECH IN ROBOTCS,A,Lect,16,22,73%,4.4,4.56,,,,,,,,
Fall,2009,"WHITTAKER, W.",ROB,16861,MOBILE ROBOT DESIGN,A,Lect,6,16,38%,4,4.17,,,,,,,,
Fall,2009,"NOURBAKHSH, I.",ROB,16899,DS CN DX MANPL,D,Lect,10,12,83%,4.8,4.9,,,,,,,,
Fall,2009,"ROSSO-LLOPART, M.",SE,17602,INTRO PRSNL SFTWR PR,A1,Lect,14,25,56%,4.14,4.5,,,,,,,,
Fall,2009,"TARAN, G.",SE,17610,RSK MNGT SFTW IN PRJ,A,Lect,5,7,71%,3.4,3.8,,,,,,,,
Fall,2009,"WETTERGREEN, D.",SE,17619,INTRO RT SFTWR SYSTM,A,Lect,6,10,60%,4.17,4.33,,,,,,,,
Fall,2009,"LATTANZE, A.",SE,17630,CMP SCI SFTW PRC ENG,A,Lect,4,8,50%,4,4.25,,,,,,,,
Fall,2009,"ROZUM, J.",SE,17635,SOFTWARE MEASUREMENT,D,Lect,5,11,45%,4,4.4,,,,,,,,
Fall,2009,"LATTANZE, A.",SE,17643,HARDWRE FOR SW ENGRS,A,Lect,2,3,67%,4.5,4,,,,,,,,
Fall,2009,"GARLAN, D.",SE,17651,MODELS SOFTWR SYSTMS,A,Lect,14,23,61%,4.46,4.38,,,,,,,,
Fall,2009,"MCLAUGHLIN, D.",SE,17651,MODELS SOFTWR SYSTMS,D,Lect,4,11,36%,5,5,,,,,,,,
Fall,2009,"BIZARRO, P.",SE,17651,MODELS SOFTWR SYSTMS,PP,Lect,10,15,67%,3.22,4,,,,,,,,
Fall,2009,"HERBSLEB, J.",SE,17652,MTHDS DECIDE DESIGN,A,Lect,17,28,61%,4,4.24,,,,,,,,
Fall,2009,"BASS, M.",SE,17652,MTHDS DECIDE DESIGN,D,Lect,4,9,44%,3.75,3.5,,,,,,,,
Fall,2009,"RELA, M.",SE,17652,MTHDS DECIDE DESIGN,PP,Lect,10,15,67%,4,4.5,,,,,,,,
Fall,2009,"ROSSO-LLOPART, M. (co-taught)",SE,17653,MANAGE SFTWR DVLPMT,A,Lect,13,20,65%,4.33,4.17,,,,,,,,
Fall,2009,"TARAN, G. (co-taught)",SE,17653,MANAGE SFTWR DVLPMT,A,Lect,13,20,65%,4.5,4,,,,,,,,
Fall,2009,"ROOT, D. (co-taught)",SE,17653,MANAGE SFTWR DVLPMT,A,Lect,13,20,65%,4.23,4.46,,,,,,,,
Fall,2009,"MIRANDA, E. (co-taught)",SE,17653,MANAGE SFTWR DVLPMT,A,Lect,13,20,65%,4.08,4.08,,,,,,,,
Fall,2009,"VIEIRA, M. (co-taught)",SE,17653,MANAGE SFTWR DVLPMT,A,Lect,13,20,65%,4.5,4,,,,,,,,
Fall,2009,"ROOT, D.",SE,17653,MANAGE SFTWR DVLPMT,D,Lect,5,10,50%,3.2,3.8,,,,,,,,
Fall,2009,"ROOT, D. (co-taught)",SE,17653,MANAGE SFTWR DVLPMT,PP,Lect,10,15,67%,4.2,4.5,,,,,,,,
Fall,2009,"VIEIRA, M. (co-taught)",SE,17653,MANAGE SFTWR DVLPMT,PP,Lect,10,15,67%,4,4.22,,,,,,,,
Fall,2009,"PESANTE, L.",SE,17656,COMMNCTN SOFT ENGR I,A,Lect,8,15,53%,3.5,3.75,,,,,,,,
Fall,2009,"KEATING, T.",SE,17656,COMMNCTN SOFT ENGR I,C,Lect,6,7,86%,4.33,4.5,,,,,,,,
Fall,2009,"BASS, M. (co-taught)",SE,17664,ENTPS APPLC INTREGTN,A,Lect,3,5,60%,3.33,3.33,,,,,,,,
Fall,2009,"MARQUES, P. (co-taught)",SE,17664,ENTPS APPLC INTREGTN,A,Lect,3,5,60%,3.33,3.67,,,,,,,,
Fall,2009,"MARQUES, P.",SE,17664,ENTPS APPLC INTREGTN,PP,Lect,2,6,33%,3,4,,,,,,,,
Fall,2009,"ROSSO-LLOPART, M. (co-taught)",SE,17671,SFTWR DEV STUDIO I,A,Lect,7,17,41%,4.33,3.67,,,,,,,,
Fall,2009,"LATTANZE, A. (co-taught)",SE,17671,SFTWR DEV STUDIO I,A,Lect,7,17,41%,4,3.33,,,,,,,,
Fall,2009,"TARAN, G. (co-taught)",SE,17671,SFTWR DEV STUDIO I,A,Lect,7,17,41%,4,3.33,,,,,,,,
Fall,2009,"ROOT, D. (co-taught)",SE,17671,SFTWR DEV STUDIO I,A,Lect,7,17,41%,3.75,3.25,,,,,,,,
Fall,2009,"BASS, M. (co-taught)",SE,17671,SFTWR DEV STUDIO I,A,Lect,7,17,41%,3.71,3.57,,,,,,,,
Fall,2009,"LATTANZE, A.",SE,17671,SFTWR DEV STUDIO I,B,Lect,2,3,67%,5,3,,,,,,,,
Fall,2009,"VIEIRA, M. (co-taught)",SE,17671,SFTWR DEV STUDIO I,PP,Lect,7,12,58%,4,4.17,,,,,,,,
Fall,2009,"MARQUES, P. (co-taught)",SE,17671,SFTWR DEV STUDIO I,PP,Lect,7,12,58%,4,4.4,,,,,,,,
Fall,2009,"RELA, M. (co-taught)",SE,17671,SFTWR DEV STUDIO I,PP,Lect,7,12,58%,4.25,4.25,,,,,,,,
Fall,2009,"BIZARRO, P. (co-taught)",SE,17671,SFTWR DEV STUDIO I,PP,Lect,7,12,58%,3.8,3.8,,,,,,,,
Fall,2009,"RUPINO, P. (co-taught)",SE,17671,SFTWR DEV STUDIO I,PP,Lect,7,12,58%,3.8,4,,,,,,,,
Fall,2009,"ROQUE, L. (co-taught)",SE,17671,SFTWR DEV STUDIO I,PP,Lect,7,12,58%,3.67,3.83,,,,,,,,
Fall,2009,"ROSSO-LLOPART, M. (co-taught)",SE,17674,SOFTWR DEV STUDIO IV,A,Lect,12,25,48%,3.73,3.45,,,,,,,,
Fall,2009,"LATTANZE, A. (co-taught)",SE,17674,SOFTWR DEV STUDIO IV,A,Lect,12,25,48%,3.82,4,,,,,,,,
Fall,2009,"TARAN, G. (co-taught)",SE,17674,SOFTWR DEV STUDIO IV,A,Lect,12,25,48%,3.82,3.8,,,,,,,,
Fall,2009,"ROOT, D. (co-taught)",SE,17674,SOFTWR DEV STUDIO IV,A,Lect,12,25,48%,4,4.17,,,,,,,,
Fall,2009,"VIEIRA, M. (co-taught)",SE,17674,SOFTWR DEV STUDIO IV,PP,Lect,5,13,38%,3,3.5,,,,,,,,
Fall,2009,"MARQUES, P. (co-taught)",SE,17674,SOFTWR DEV STUDIO IV,PP,Lect,5,13,38%,3.2,3.6,,,,,,,,
Fall,2009,"RELA, M. (co-taught)",SE,17674,SOFTWR DEV STUDIO IV,PP,Lect,5,13,38%,3.25,3.5,,,,,,,,
Fall,2009,"BIZARRO, P. (co-taught)",SE,17674,SOFTWR DEV STUDIO IV,PP,Lect,5,13,38%,3.2,3.6,,,,,,,,
Fall,2009,"ROSSO-LLOPART, M. (co-taught)",SE,17678,PRACTICUM SE II,A,Lect,3,13,23%,4.67,4.67,,,,,,,,
Fall,2009,"TARAN, G. (co-taught)",SE,17678,PRACTICUM SE II,A,Lect,3,13,23%,4.67,4.67,,,,,,,,
Fall,2009,"ROOT, D. (co-taught)",SE,17678,PRACTICUM SE II,A,Lect,3,13,23%,4.67,4.67,,,,,,,,
,2008,,,,Year of 2008,,,3185,5288,60%,4.04,4.11,,,,,,,,
Fall,2008,"SLATER, D.",CS,15100,INTRO INTERM PRGMNG,1,Lect,27,43,63%,3.42,3.92,,,,,,,,
Fall,2008,"STEHLIK, M.",CS,15100,INTRO INTERM PRGMNG,17,Lect,11,16,69%,4.36,4.5,,,,,,,,
Fall,2008,"SLATER, D.",CS,15100,INTRO INTERM PRGMNG,2,Lect,24,43,56%,3.46,3.79,,,,,,,,
Fall,2008,"CARRASQUEL, J.",CS,15100,INTRO INTERM PRGMNG,3,Lect,27,45,60%,3.37,3.19,,,,,,,,
Fall,2008,"REID-MILLER, M.",CS,15100,INTRO INTERM PRGMNG,4,Lect,15,24,63%,4.13,4.53,,,,,,,,
Fall,2008,"REID-MILLER, M.",CS,15100,INTRO INTERM PRGMNG,5,Lect,14,21,67%,3.71,3.86,,,,,,,,
Fall,2008,"REID-MILLER, M.",CS,15100,INTRO INTERM PRGMNG,6,Lect,23,37,62%,3.83,4.13,,,,,,,,
Fall,2008,"DANN, W.",CS,15100,INTRO INTERM PRGMNG,7,Lect,23,37,62%,3.7,3.73,,,,,,,,
Fall,2008,"KOSBIE, D.",CS,15100,INTRO INTERM PRGMNG,8,Lect,19,32,59%,4.63,4.89,,,,,,,,
Fall,2008,"STEHLIK, M.",CS,15100,INTRO INTERM PRGMNG,9,Lect,10,14,71%,4.33,4.3,,,,,,,,
Fall,2008,"ROBERTS, J.",CS,15100,INTRO INTERM PRGMNG,L,Lect,6,16,38%,3.83,4.83,,,,,,,,
Fall,2008,"ROBERTS, J.",CS,15100,INTRO INTERM PRGMNG,M,Lect,12,18,67%,4.42,4.67,,,,,,,,
Fall,2008,"ROBERTS, J.",CS,15100,INTRO INTERM PRGMNG,N,Lect,16,24,67%,4,4.56,,,,,,,,
Fall,2008,"ROBERTS, J.",CS,15100,INTRO INTERM PRGMNG,O,Lect,13,20,65%,3.46,3.92,,,,,,,,
Fall,2008,"LEVIN, G.",CS,15100,INTRO INTERM PRGMNG,P,Lect,6,10,60%,4.83,4.83,,,,,,,,
Fall,2008,"CORTINA, T.",CS,15105,PRINCIPLES COMPUTATN,A,Lect,17,23,74%,4.59,4.65,,,,,,,,
Fall,2008,"CORTINA, T.",CS,15111,INTERM ADVAN PRGMING,1,Lect,36,57,63%,4.31,4.56,,,,,,,,
Fall,2008,"MCELFRESH, S.",CS,15111,INTERM ADVAN PRGMING,2,Lect,26,44,59%,3.19,3.04,,,,,,,,
Fall,2008,"ADAMCHIK, V.",CS,15111,INTERM ADVAN PRGMING,3,Lect,34,59,58%,3.97,4.03,,,,,,,,
Fall,2008,"FEINBERG, D.",CS,15111,INTERM ADVAN PRGMING,4,Lect,16,23,70%,3.88,4.06,,,,,,,,
Fall,2008,"FEINBERG, D.",CS,15111,INTERM ADVAN PRGMING,5,Lect,11,20,55%,4.27,4.27,,,,,,,,
Fall,2008,"FEINBERG, D.",CS,15111,INTERM ADVAN PRGMING,6,Lect,17,21,81%,4.12,4.25,,,,,,,,
Fall,2008,"KESDEN, G.",CS,15123,EFFCTV PGMMNG C UNIX,1,Lect,29,44,66%,4.38,4.69,,,,,,,,
Fall,2008,"HOFFMAN, T.",CS,15123,EFFCTV PGMMNG C UNIX,2,Lect,29,47,62%,3.71,3.55,,,,,,,,
Fall,2008,"HOFFMAN, T.",CS,15123,EFFCTV PGMMNG C UNIX,3,Lect,17,33,52%,3.76,3.29,,,,,,,,
Fall,2008,"GUNAWARDENA, A.",CS,15123,EFFCTV PGMMNG C UNIX,4,Lect,27,38,71%,3.52,3.41,,,,,,,,
Fall,2008,"GUNAWARDENA, A.",CS,15123,EFFCTV PGMMNG C UNIX,5,Lect,14,29,48%,3.71,3.79,,,,,,,,
Fall,2008,"HOFFMAN, T.",CS,15123,EFFCTV PGMMNG C UNIX,6,Lect,9,23,39%,4,3.89,,,,,,,,
Fall,2008,"SCHERLIS, W. (co-taught)",CS,15211,FUND DATA STRUCT ALG,1,Lect,67,117,57%,4.07,4.06,,,,,,,,
Fall,2008,"LANGMEAD, C. (co-taught)",CS,15211,FUND DATA STRUCT ALG,1,Lect,67,117,57%,4.03,3.63,,,,,,,,
Fall,2008,"BROOKES, S.",CS,15212,PRINCIPLES PROGRAMMG,1,Lect,63,106,59%,3.57,3.28,,,,,,,,
Fall,2008,"GANGER, G. (co-taught)",CS,15213,INTRO COMP SYSTEMS,1,Lect,107,206,52%,4.36,4.21,,,,,,,,
Fall,2008,"Bryant, R. (co-taught)",CS,15213,INTRO COMP SYSTEMS,1,Lect,107,206,52%,4.31,3.87,,,,,,,,
Fall,2008,"KEATING, T.",CS,15221,TECHNCL COMMUNCTN CS,1,Lect,55,85,65%,2.72,3.6,,,,,,,,
Fall,2008,"GUPTA, A. (co-taught)",CS,15251,GRT THEORTICAL IDEAS,1,Lect,27,53,51%,3.81,4.08,,,,,,,,
Fall,2008,"LAFFERTY, J. (co-taught)",CS,15251,GRT THEORTICAL IDEAS,1,Lect,27,53,51%,3.77,3.89,,,,,,,,
Fall,2008,"BLACK, A. (co-taught)",CS,15291,APPLD CMP INTEL LAB,A,Lect,10,14,71%,4,4.4,,,,,,,,
Fall,2008,"GERSHMAN, A. (co-taught)",CS,15291,APPLD CMP INTEL LAB,A,Lect,10,14,71%,4,3.5,,,,,,,,
Fall,2008,"KESDEN, G. (co-taught)",CS,15295,ST:COMPETITION PGMG,1,Lect,23,48,48%,4.52,4.41,,,,,,,,
Fall,2008,"FINK, E. (co-taught)",CS,15295,ST:COMPETITION PGMG,1,Lect,23,48,48%,4.5,4.14,,,,,,,,
Fall,2008,"SLEATOR, D. (co-taught)",CS,15295,ST:COMPETITION PGMG,1,Lect,23,48,48%,4.55,4.05,,,,,,,,
Fall,2008,"KESDEN, G. (co-taught)",CS,15295,ST:COMPETITION PGMG,A,Lect,25,48,52%,4.38,4.35,,,,,,,,
Fall,2008,"FINK, E. (co-taught)",CS,15295,ST:COMPETITION PGMG,A,Lect,25,48,52%,4.5,4.19,,,,,,,,
Fall,2008,"SLEATOR, D. (co-taught)",CS,15295,ST:COMPETITION PGMG,A,Lect,25,48,52%,4.57,4.14,,,,,,,,
Fall,2008,"PFENNING, F.",CS,15317,CONSTRUCTIVE LOGIC,1,Lect,7,15,47%,4.86,4.86,,,,,,,,
Fall,2008,"SUTNER, K.",CS,15354,COMPTNL DISCRTE MATH,1,Lect,11,23,48%,4.45,4.73,,,,,,,,
Fall,2008,"ADAMCHIK, V.",CS,15355,MDRN COMPUTR ALGEBRA,A,Lect,5,9,56%,4.6,5,,,,,,,,
Fall,2008,"HARCHOL-BALTER, M. (co-taught)",CS,15359,ST:PROBLTY & CMPTNG,1,Lect,27,38,71%,4.78,4.89,,,,,,,,
Fall,2008,"ODONNELL, R. (co-taught)",CS,15359,ST:PROBLTY & CMPTNG,1,Lect,27,38,71%,4.74,4.63,,,,,,,,
Fall,2008,"NOURBAKHSH, I. (co-taught)",CS,15381,AI RPRSNTN & PRB SLV,A,Lect,19,35,54%,4,4.68,,,,,,,,
Fall,2008,"BAR-JOSEPH, Z. (co-taught)",CS,15381,AI RPRSNTN & PRB SLV,A,Lect,19,35,54%,3.83,3.11,,,,,,,,
Fall,2008,"CHOSET, H.",CS,15384,ROBOTIC MANIPULATION,A,Lect,24,39,62%,3.64,3.7,,,,,,,,
Fall,2008,"COURTRIGHT, W. (co-taught)",CS,15390,ST:ENTRPRNEURSHIP CS,A,Lect,15,24,63%,4.4,4.4,,,,,,,,
Fall,2008,"BONI, A. (co-taught)",CS,15390,ST:ENTRPRNEURSHIP CS,A,Lect,15,24,63%,4.4,4.13,,,,,,,,
Fall,2008,"MERTZ, J.",CS,15391,TECH CONSULT COMUNTY,A,Lect,6,11,55%,4.67,4.5,,,,,,,,
Fall,2008,"VON AHN ARELLANO, L.",CS,15396,TPC SCI OF THE WEB,A,Lect,31,52,60%,4.42,4.77,,,,,,,,
Fall,2008,"GUNAWARDENA, A. (co-taught)",CS,15397,ST:PEN-BASED COMPUTG,A,Lect,7,10,70%,4.43,4.29,,,,,,,,
Fall,2008,"ADAMCHIK, V. (co-taught)",CS,15397,ST:PEN-BASED COMPUTG,A,Lect,7,10,70%,4.29,3.86,,,,,,,,
Fall,2008,"ECKHARDT, D. (co-taught)",CS,15410,OP SYS DESIGN & IMPL,A,Lect,44,73,60%,4.67,4.72,,,,,,,,
Fall,2008,"DANNENBERG, R. (co-taught)",CS,15410,OP SYS DESIGN & IMPL,A,Lect,44,73,60%,4.59,3.89,,,,,,,,
Fall,2008,"PFENNING, F.",CS,15411,COMPILER DESIGN,A,Lect,6,16,38%,5,4.67,,,,,,,,
Fall,2008,"ECKHARDT, D.",CS,15412,OP SYSTM PRACTICUM,A,Lect,3,8,38%,4.67,5,,,,,,,,
Fall,2008,"FALOUTSOS, C.",CS,15415,DATABASE APPLICATNS,1,Lect,14,21,67%,3.85,4,,,,,,,,
Fall,2008,"SADEH, N.",CS,15421,WEB CMRC SCRTY PRVCY,A,Lect,5,7,71%,4,4,,,,,,,,
Fall,2008,"GARROD, C.",CS,15437,WEB APPLCTN DEVLPMNT,A,Lect,10,27,37%,4.1,4.4,,,,,,,,
Fall,2008,"KESDEN, G.",CS,15440,CMPTR SYSTMS FUNDMTL,1,Lect,14,25,56%,3.21,3.36,,,,,,,,
Fall,2008,"ANDERSEN, D. (co-taught)",CS,15441,COMPUTER NETWORKS,1,Lect,35,51,69%,3.57,4.47,,,,,,,,
Fall,2008,"GOLDSTEIN, S. (co-taught)",CS,15441,COMPUTER NETWORKS,1,Lect,35,51,69%,3.54,3.62,,,,,,,,
Fall,2008,"BLUM, A.",CS,15451,ALGORITHM DES & ANLS,1,Lect,65,118,55%,4.09,4.2,,,,,,,,
Fall,2008,"POLLARD, N.",CS,15462,COMPUTER GRAPHICS,A,Lect,28,55,51%,3.82,3.54,,,,,,,,
Fall,2008,"EFROS, A.",CS,15463,COMPUTATNL PHOTGRPHY,A,Lect,6,13,46%,5,5,,,,,,,,
Fall,2008,"VELOSO, M.",CS,15491,ST:CRTG INTLGNT RBTS,1,Lect,4,11,36%,4,4,,,,,,,,
Fall,2008,"BLACK, A.",CS,15492,ST:SPEECH PROCESSING,A,Lect,4,7,57%,4,4.5,,,,,,,,
